"class","SCINAME.old","SCINAME","Current.RL.status","Current.Criteria","Trace.forspp","MWnotes","category"
"amphibian","Batrachuperus pinchonii","Batrachuperus pinchonii","VU","",1,NA,"VU"
"amphibian","Batrachuperus taibaiensis","Batrachuperus taibaiensis","DD","",1,NA,"DD"
"amphibian","Batrachuperus tibetanus","Batrachuperus tibetanus","VU","",1,NA,"VU"
"amphibian","Batrachuperus yenyuanensis","Batrachuperus yenyuanensis","VU","",1,NA,"VU"
"amphibian","Batrachyla antartandica","Batrachyla antartandica","LC","",1,NA,"LC"
"amphibian","Batrachyla leptopus","Batrachyla leptopus","LC","",1,NA,"LC"
"amphibian","Batrachylodes elegans","Cornufer elegans","LC","",1,"","LC"
"amphibian","Batrachylodes gigas","Cornufer gigas","DD","",1,"","DD"
"amphibian","Batrachylodes mediodiscus","Cornufer mediodiscus","LC","",1,"","LC"
"amphibian","Batrachylodes minutus","Cornufer minutus","LC","",1,"","LC"
"amphibian","Batrachylodes montanus","Cornufer montanus","LC","",1,"","LC"
"amphibian","Batrachylodes trossulus","Cornufer trossulus","LC","",1,"","LC"
"amphibian","Batrachylodes vertebralis","Cornufer vertebralis","LC","",1,"","LC"
"amphibian","Batrachylodes wolfi","Cornufer wolfi","LC","",1,"","LC"
"amphibian","Blommersia blommersae","Blommersia blommersae","LC","",1,NA,"LC"
"amphibian","Blommersia grandisonae","Blommersia grandisonae","LC","",1,NA,"LC"
"amphibian","Blommersia sarotra","Blommersia sarotra","DD","",1,NA,"LC"
"amphibian","Boehmantis microtympanum","Boehmantis microtympanum","EN","",1,NA,"VU"
"amphibian","Bokermannohyla ahenea","Bokermannohyla ahenea","DD","",1,NA,"DD"
"amphibian","Bokermannohyla astartea","Bokermannohyla astartea","LC","",1,NA,"LC"
"amphibian","Bokermannohyla caramaschii","Bokermannohyla caramaschii","LC","",1,NA,"LC"
"amphibian","Bokermannohyla carvalhoi","Bokermannohyla carvalhoi","LC","",1,NA,"LC"
"amphibian","Bokermannohyla circumdata","Bokermannohyla circumdata","LC","",1,NA,"LC"
"amphibian","Bokermannohyla claresignata","Bokermannohyla claresignata","DD","",1,NA,"DD"
"amphibian","Bokermannohyla clepsydra","Bokermannohyla clepsydra","DD","",1,NA,"DD"
"amphibian","Bokermannohyla diamantina","Bokermannohyla diamantina","DD","",1,NA,"DD"
"amphibian","Bokermannohyla hylax","Bokermannohyla hylax","LC","",1,NA,"LC"
"amphibian","Bokermannohyla ibitipoca","Bokermannohyla ibitipoca","DD","",1,NA,"DD"
"amphibian","Bokermannohyla izecksohni","Bokermannohyla izecksohni","CR","",1,NA,"CR"
"amphibian","Bokermannohyla langei","Bokermannohyla langei","DD","",1,NA,"DD"
"amphibian","Bokermannohyla lucianae","Bokermannohyla lucianae","DD","",1,NA,"DD"
"amphibian","Bokermannohyla luctuosa","Bokermannohyla luctuosa","LC","",1,NA,"LC"
"amphibian","Bokermannohyla martinsi","Bokermannohyla martinsi","LC","",1,NA,"LC"
"amphibian","Bokermannohyla nanuzae","Bokermannohyla nanuzae","LC","",1,NA,"LC"
"amphibian","Bokermannohyla sazimai","Bokermannohyla sazimai","DD","",1,NA,"DD"
"amphibian","Bokermannohyla vulcaniae","Bokermannohyla vulcaniae","VU","",1,NA,"VU"
"amphibian","Bolitoglossa adspersa","Bolitoglossa adspersa","LC","",1,NA,"LC"
"amphibian","Bolitoglossa alberchi","Bolitoglossa alberchi","LC","",1,NA,"LC"
"amphibian","Bolitoglossa altamazonica","Bolitoglossa altamazonica","LC","",1,NA,"LC"
"amphibian","Bolitoglossa alvaradoi","Bolitoglossa alvaradoi","EN","",1,NA,"EN"
"amphibian","Bolitoglossa anthracina","Bolitoglossa anthracina","DD","",1,NA,"DD"
"amphibian","Bolitoglossa biseriata","Bolitoglossa biseriata","LC","",1,NA,"LC"
"amphibian","Bolitoglossa borburata","Bolitoglossa borburata","NT","",1,NA,"NT"
"amphibian","Bolitoglossa bramei","Bolitoglossa bramei","DD","",1,NA,"DD"
"amphibian","Bolitoglossa capitana","Bolitoglossa capitana","CR","",1,NA,"CR"
"amphibian","Bolitoglossa carri","Bolitoglossa carri","CR","",1,NA,"CR"
"amphibian","Bolitoglossa celaque","Bolitoglossa celaque","EN","",1,NA,"EN"
"amphibian","Bolitoglossa cerroensis","Bolitoglossa cerroensis","LC","",1,NA,"LC"
"amphibian","Bolitoglossa chica","Bolitoglossa chica","VU","",1,NA,"VU"
"amphibian","Bolitoglossa colonnea","Bolitoglossa colonnea","LC","",1,NA,"LC"
"amphibian","Bolitoglossa compacta","Bolitoglossa compacta","EN","",1,NA,"EN"
"amphibian","Bolitoglossa conanti","Bolitoglossa conanti","EN","",1,NA,"EN"
"amphibian","Bolitoglossa copia","Bolitoglossa copia","DD","",1,NA,"DD"
"amphibian","Bolitoglossa cuchumatana","Bolitoglossa cuchumatana","NT","",1,NA,"NT"
"amphibian","Bolitoglossa cuna","Bolitoglossa cuna","DD","",1,NA,"DD"
"amphibian","Bolitoglossa decora","Bolitoglossa decora","CR","",1,NA,"CR"
"amphibian","Bolitoglossa diaphora","Bolitoglossa diaphora","CR","",1,NA,"CR"
"amphibian","Bolitoglossa digitigrada","Bolitoglossa digitigrada","DD","",1,NA,"DD"
"amphibian","Bolitoglossa diminuta","Bolitoglossa diminuta","VU","",1,NA,"VU"
"amphibian","Bolitoglossa dofleini","Bolitoglossa dofleini","NT","",1,NA,"NT"
"amphibian","Bolitoglossa dunni","Bolitoglossa dunni","EN","",1,NA,"EN"
"amphibian","Bolitoglossa engelhardti","Bolitoglossa engelhardti","EN","",1,NA,"EN"
"amphibian","Bolitoglossa epimela","Bolitoglossa epimela","DD","",1,NA,"DD"
"amphibian","Bolitoglossa equatoriana","Bolitoglossa equatoriana","LC","",1,NA,"LC"
"amphibian","Bolitoglossa flavimembris","Bolitoglossa flavimembris","EN","",1,NA,"EN"
"amphibian","Bolitoglossa flaviventris","Bolitoglossa flaviventris","EN","",1,NA,"EN"
"amphibian","Bolitoglossa franklini","Bolitoglossa franklini","EN","",1,NA,"EN"
"amphibian","Bolitoglossa gomezi","Bolitoglossa gomezi","DD","",1,NA,"DD"
"amphibian","Bolitoglossa gracilis","Bolitoglossa gracilis","VU","",1,NA,"VU"
"amphibian","Bolitoglossa guaramacalensis","Bolitoglossa guaramacalensis","VU","",1,NA,"VU"
"amphibian","Bolitoglossa hartwegi","Bolitoglossa hartwegi","NT","",1,NA,"NT"
"amphibian","Bolitoglossa heiroreias","Bolitoglossa heiroreias","EN","",1,NA,"EN"
"amphibian","Bolitoglossa helmrichi","Bolitoglossa helmrichi","NT","",1,NA,"NT"
"amphibian","Bolitoglossa hermosa","Bolitoglossa hermosa","NT","",1,NA,"NT"
"amphibian","Bolitoglossa lignicolor","Bolitoglossa lignicolor","VU","",1,NA,"VU"
"amphibian","Bolitoglossa lincolni","Bolitoglossa lincolni","NT","",1,NA,"NT"
"amphibian","Bolitoglossa lozanoi","Bolitoglossa lozanoi","DD","",1,NA,"DD"
"amphibian","Bolitoglossa macrinii","Bolitoglossa macrinii","NT","",1,NA,"NT"
"amphibian","Bolitoglossa magnifica","Bolitoglossa magnifica","EN","",1,NA,"EN"
"amphibian","Bolitoglossa marmorea","Bolitoglossa marmorea","EN","",1,NA,"EN"
"amphibian","Bolitoglossa medemi","Bolitoglossa medemi","VU","",1,NA,"VU"
"amphibian","Bolitoglossa meliana","Bolitoglossa meliana","EN","",1,NA,"EN"
"amphibian","Bolitoglossa mexicana","Bolitoglossa mexicana","LC","",1,NA,"LC"
"amphibian","Bolitoglossa minutula","Bolitoglossa minutula","EN","",1,NA,"EN"
"amphibian","Bolitoglossa mombachoensis","Bolitoglossa mombachoensis","VU","",1,NA,"VU"
"amphibian","Bolitoglossa morio","Bolitoglossa morio","LC","",1,NA,"LC"
"amphibian","Bolitoglossa mulleri","Bolitoglossa mulleri","VU","",1,NA,"VU"
"amphibian","Bolitoglossa nicefori","Bolitoglossa nicefori","LC","",1,NA,"LC"
"amphibian","Bolitoglossa nigrescens","Bolitoglossa nigrescens","EN","",1,NA,"EN"
"amphibian","Bolitoglossa oaxacensis","Bolitoglossa oaxacensis","DD","",1,NA,"DD"
"amphibian","Bolitoglossa obscura","Bolitoglossa obscura","VU","",1,NA,"VU"
"amphibian","Bolitoglossa occidentalis","Bolitoglossa occidentalis","LC","",1,NA,"LC"
"amphibian","Bolitoglossa odonnelli","Bolitoglossa odonnelli","EN","",1,NA,"NT"
"amphibian","Bolitoglossa oresbia","Bolitoglossa oresbia","CR","",1,NA,"CR"
"amphibian","Bolitoglossa orestes","Bolitoglossa orestes","VU","",1,NA,"VU"
"amphibian","Bolitoglossa palmata","Bolitoglossa palmata","VU","",1,NA,"LC"
"amphibian","Bolitoglossa pandi","Bolitoglossa pandi","EN","",1,NA,"EN"
"amphibian","Bolitoglossa paraensis","Bolitoglossa paraensis","DD","",1,NA,"DD"
"amphibian","Bolitoglossa pesrubra","Bolitoglossa pesrubra","VU","",1,NA,"VU"
"amphibian","Bolitoglossa phalarosoma","Bolitoglossa phalarosoma","DD","",1,NA,"DD"
"amphibian","Bolitoglossa porrasorum","Bolitoglossa porrasorum","EN","",1,NA,"EN"
"amphibian","Bolitoglossa riletti","Bolitoglossa riletti","EN","",1,NA,"EN"
"amphibian","Bolitoglossa robusta","Bolitoglossa robusta","LC","",1,NA,"LC"
"amphibian","Bolitoglossa rostrata","Bolitoglossa rostrata","VU","",1,NA,"VU"
"amphibian","Bolitoglossa rufescens","Bolitoglossa rufescens","LC","",1,NA,"LC"
"amphibian","Bolitoglossa salvinii","Bolitoglossa salvinii","EN","",1,NA,"EN"
"amphibian","Bolitoglossa savagei","Bolitoglossa savagei","DD","",1,NA,"NT"
"amphibian","Bolitoglossa schizodactyla","Bolitoglossa schizodactyla","LC","",1,NA,"LC"
"amphibian","Bolitoglossa silverstonei","Bolitoglossa silverstonei","VU","",1,NA,"DD"
"amphibian","Bolitoglossa sombra","Bolitoglossa sombra","VU","",1,NA,"VU"
"amphibian","Bolitoglossa sooyorum","Bolitoglossa sooyorum","EN","",1,NA,"EN"
"amphibian","Bolitoglossa striatula","Bolitoglossa striatula","LC","",1,NA,"LC"
"amphibian","Bolitoglossa stuarti","Bolitoglossa stuarti","DD","",1,NA,"DD"
"amphibian","Bolitoglossa subpalmata","Bolitoglossa subpalmata","EN","",1,NA,"EN"
"amphibian","Bolitoglossa synoria","Bolitoglossa synoria","CR","",1,NA,"CR"
"amphibian","Bolitoglossa taylori","Bolitoglossa taylori","DD","",1,NA,"DD"
"amphibian","Bolitoglossa tica","Bolitoglossa tica","EN","",1,NA,"EN"
"amphibian","Bolitoglossa vallecula","Bolitoglossa vallecula","LC","",1,NA,"LC"
"amphibian","Bolitoglossa veracrucis","Bolitoglossa veracrucis","EN","",1,NA,"EN"
"amphibian","Bolitoglossa walkeri","Bolitoglossa walkeri","NT","",1,NA,"NT"
"amphibian","Bolitoglossa yucatana","Bolitoglossa yucatana","LC","",1,NA,"LC"
"amphibian","Bolitoglossa zapoteca","Bolitoglossa zapoteca","DD","",1,NA,"CR"
"amphibian","Bombina lichuanensis","Bombina lichuanensis","VU","",1,NA,"VU"
"amphibian","Boophis albilabris","Boophis albilabris","LC","",1,NA,"LC"
"amphibian","Boophis albipunctatus","Boophis albipunctatus","LC","",1,NA,"LC"
"amphibian","Boophis andohahela","Boophis andohahela","DD","",1,NA,"VU"
"amphibian","Boophis andreonei","Boophis andreonei","VU","",1,NA,"VU"
"amphibian","Boophis anjanaharibeensis","Boophis anjanaharibeensis","DD","",1,NA,"EN"
"amphibian","Boophis ankaratra","Boophis ankaratra","LC","",1,NA,"LC"
"amphibian","Boophis axelmeyeri","Boophis axelmeyeri","VU","",1,NA,"LC"
"amphibian","Boophis blommersae","Boophis blommersae","VU","",1,NA,"VU"
"amphibian","Boophis boehmei","Boophis boehmei","LC","",1,NA,"EN"
"amphibian","Boophis bottae","Boophis bottae","LC","",1,NA,"LC"
"amphibian","Boophis brachychir","Boophis brachychir","DD","",1,NA,"VU"
"amphibian","Boophis burgeri","Boophis burgeri","DD","",1,NA,"DD"
"amphibian","Boophis elenae","Boophis elenae","DD","",1,NA,"NT"
"amphibian","Boophis englaenderi","Boophis englaenderi","DD","",1,NA,"VU"
"amphibian","Boophis erythrodactylus","Boophis erythrodactylus","LC","",1,NA,"LC"
"amphibian","Boophis goudotii","Boophis goudotii","LC","",1,NA,"LC"
"amphibian","Boophis guibei","Boophis guibei","LC","",1,NA,"LC"
"amphibian","Boophis haematopus","Boophis haematopus","VU","",1,NA,"EN"
"amphibian","Boophis hillenii","Boophis idae","DD","",1,"","LC"
"amphibian","Boophis idae","Boophis idae","LC","",1,NA,"LC"
"amphibian","Boophis jaegeri","Boophis jaegeri","VU","",1,NA,"EN"
"amphibian","Boophis lichenoides","Boophis lichenoides","LC","",1,NA,"LC"
"amphibian","Boophis luteus","Boophis luteus","LC","",1,NA,"LC"
"amphibian","Boophis madagascariensis","Boophis madagascariensis","LC","",1,NA,"LC"
"amphibian","Boophis majori","Boophis majori","NT","",1,NA,"VU"
"amphibian","Boophis mandraka","Boophis mandraka","DD","",1,NA,"DD"
"amphibian","Boophis marojezensis","Boophis marojezensis","LC","",1,NA,"LC"
"amphibian","Boophis miniatus","Boophis miniatus","LC","",1,NA,"VU"
"amphibian","Boophis occidentalis","Boophis occidentalis","NT","",1,NA,"LC"
"amphibian","Boophis opisthodon","Boophis opisthodon","LC","",1,NA,"LC"
"amphibian","Boophis pauliani","Boophis pauliani","LC","",1,NA,"LC"
"amphibian","Boophis periegetes","Boophis periegetes","DD","",1,NA,"NT"
"amphibian","Boophis picturatus","Boophis picturatus","LC","",1,NA,"LC"
"amphibian","Boophis pyrrhus","Boophis pyrrhus","LC","",1,NA,"LC"
"amphibian","Boophis rappiodes","Boophis rappiodes","LC","",1,NA,"LC"
"amphibian","Boophis reticulatus","Boophis reticulatus","LC","",1,NA,"LC"
"amphibian","Boophis rhodoscelis","Boophis rhodoscelis","NT","",1,NA,"EN"
"amphibian","Boophis rufioculis","Boophis rufioculis","NT","",1,NA,"NT"
"amphibian","Boophis sambirano","Boophis sambirano","VU","",1,NA,"EN"
"amphibian","Boophis schuboeae","Boophis schuboeae","DD","",1,NA,"EN"
"amphibian","Boophis septentrionalis","Boophis septentrionalis","DD","",1,NA,"LC"
"amphibian","Boophis sibilans","Boophis sibilans","DD","",1,NA,"LC"
"amphibian","Boophis solomaso","Boophis solomaso","DD","",1,NA,"EN"
"amphibian","Boophis tasymena","Boophis tasymena","LC","",1,NA,"LC"
"amphibian","Boophis viridis","Boophis viridis","LC","",1,NA,"LC"
"amphibian","Boophis vittatus","Boophis vittatus","LC","",1,NA,"VU"
"amphibian","Boophis xerophilus","Boophis xerophilus","DD","",1,NA,"LC"
"amphibian","Boulengerula boulengeri","Boulengerula boulengeri","LC","",1,NA,"LC"
"amphibian","Boulengerula changamwensis","Boulengerula changamwensis","DD","",1,NA,"EN"
"amphibian","Boulengerula fischeri","Boulengerula fischeri","DD","",1,NA,"VU"
"amphibian","Boulengerula niedeni","Boulengerula niedeni","CR","",1,NA,"EN"
"amphibian","Boulengerula taitana","Boulengerula taitana","LC","",1,NA,"EN"
"amphibian","Boulengerula uluguruensis","Boulengerula uluguruensis","LC","",1,NA,"LC"
"amphibian","Brachycephalus alipioi","Brachycephalus alipioi","DD","",1,NA,"DD"
"amphibian","Brachycephalus didactylus","Brachycephalus didactylus","LC","",1,NA,"LC"
"amphibian","Brachycephalus ephippium","Brachycephalus ephippium","LC","",1,NA,"LC"
"amphibian","Brachycephalus hermogenesi","Brachycephalus hermogenesi","LC","",1,NA,"LC"
"amphibian","Brachycephalus vertebralis","Brachycephalus vertebralis","DD","",1,NA,"DD"
"amphibian","Brachytarsophrys carinense","Megophrys carinense","LC","",1,"","LC"
"amphibian","Brachytarsophrys chuannanensis","Megophrys chuannanensis","DD","",1,"","DD"
"amphibian","Brachytarsophrys feae","Megophrys feae","LC","",1,"","LC"
"amphibian","Brachytarsophrys intermedia","Megophrys intermedia","VU","",1,"","LC"
"amphibian","Brachytarsophrys platyparietus","Megophrys carinense","LC","",1,"","LC"
"amphibian","Bradytriton silus","Bradytriton silus","CR","",1,NA,"CR"
"amphibian","Brasilotyphlus braziliensis","Brasilotyphlus braziliensis","LC","",1,NA,"LC"
"amphibian","Breviceps sopranus","Breviceps sopranus","DD","",1,NA,"LC"
"amphibian","Bromeliohyla bromeliacia","Bromeliohyla bromeliacia","EN","",1,NA,"LC"
"amphibian","Bromeliohyla dendroscarta","Bromeliohyla dendroscarta","CR","",1,NA,"CR"
"amphibian","Buergeria buergeri","Buergeria buergeri","LC","",1,NA,"LC"
"amphibian","Buergeria oxycephala","Buergeria oxycephala","VU","",1,NA,"VU"
"amphibian","Buergeria robusta","Buergeria robusta","LC","",1,NA,"LC"
"amphibian","Bufo ailaoanus","Bufo ailaoanus","DD","",1,NA,"DD"
"amphibian","Bufo aspinius","Bufo aspinius","DD","",1,NA,"DD"
"amphibian","Bufo bankorensis","Bufo bankorensis","LC","",1,NA,"LC"
"amphibian","Bufo cryptotympanicus","Bufo cryptotympanicus","NT","",1,NA,"NT"
"amphibian","Bufo kabischi","Bufo gargarizans","DD","",1,"","LC"
"amphibian","Bufo pageoti","Bufo pageoti","NT","",1,NA,"NT"
"amphibian","Bufo stejnegeri","Bufo stejnegeri","LC","",1,NA,"LC"
"amphibian","Bufo torrenticola","Bufo torrenticola","LC","",1,NA,"LC"
"amphibian","Bufo wolongensis","Bufo gargarizans","DD","",1,"","LC"
"amphibian","Caecilia abitaguae","Caecilia abitaguae","DD","",1,NA,"DD"
"amphibian","Caecilia antioquiaensis","Caecilia antioquiaensis","DD","",1,NA,"DD"
"amphibian","Caecilia attenuata","Caecilia attenuata","DD","",1,NA,"DD"
"amphibian","Caecilia bokermanni","Caecilia bokermanni","DD","",1,NA,"DD"
"amphibian","Caecilia corpulenta","Caecilia corpulenta","DD","",1,NA,"DD"
"amphibian","Caecilia degenerata","Caecilia degenerata","DD","",1,NA,"DD"
"amphibian","Caecilia disossea","Caecilia disossea","LC","",1,NA,"LC"
"amphibian","Caecilia dunni","Caecilia dunni","DD","",1,NA,"DD"
"amphibian","Caecilia flavopunctata","Caecilia flavopunctata","DD","",1,NA,"DD"
"amphibian","Caecilia guntheri","Caecilia guntheri","DD","",1,NA,"DD"
"amphibian","Caecilia inca","Caecilia inca","DD","",1,NA,"DD"
"amphibian","Caecilia isthmica","Caecilia isthmica","DD","",1,NA,"DD"
"amphibian","Caecilia leucocephala","Caecilia leucocephala","LC","",1,NA,"LC"
"amphibian","Caecilia marcusi","Caecilia marcusi","LC","",1,NA,"LC"
"amphibian","Caecilia nigricans","Caecilia nigricans","LC","",1,NA,"LC"
"amphibian","Caecilia occidentalis","Caecilia occidentalis","DD","",1,NA,"DD"
"amphibian","Caecilia orientalis","Caecilia orientalis","LC","",1,NA,"LC"
"amphibian","Caecilia pachynema","Caecilia pachynema","DD","",1,NA,"DD"
"amphibian","Caecilia perdita","Caecilia perdita","LC","",1,NA,"LC"
"amphibian","Caecilia pressula","Caecilia pressula","DD","",1,NA,"DD"
"amphibian","Caecilia subnigricans","Caecilia subnigricans","LC","",1,NA,"LC"
"amphibian","Caecilia tentaculata","Caecilia tentaculata","LC","",1,NA,"LC"
"amphibian","Caecilia tenuissima","Caecilia tenuissima","DD","",1,NA,"DD"
"amphibian","Caecilia thompsoni","Caecilia thompsoni","DD","",1,NA,"DD"
"amphibian","Caecilia volcani","Caecilia volcani","DD","",1,NA,"DD"
"amphibian","Callixalus pictus","Callixalus pictus","VU","",1,NA,"VU"
"amphibian","Calluella brooksii","Glyphoglossus brooksii","DD","",1,"","LC"
"amphibian","Calluella flava","Glyphoglossus flavus","DD","",1,"","LC"
"amphibian","Calluella guttulata","Glyphoglossus guttulatus","LC","",1,"","LC"
"amphibian","Calluella smithi","Glyphoglossus smithi","DD","",1,"","NT"
"amphibian","Callulina kisiwamsitu","Callulina kisiwamsitu","EN","",1,NA,"EN"
"amphibian","Callulina kreffti","Callulina kreffti","LC","",1,NA,"LC"
"amphibian","Callulops comptus","Callulops comptus","LC","",1,NA,"LC"
"amphibian","Callulops doriae","Callulops doriae","LC","",1,NA,"LC"
"amphibian","Callulops fuscus","Callulops fuscus","DD","",1,NA,"DD"
"amphibian","Callulops humicola","Callulops humicola","LC","",1,NA,"LC"
"amphibian","Callulops robustus","Callulops robustus","LC","",1,NA,"LC"
"amphibian","Callulops stictogaster","Callulops stictogaster","LC","",1,NA,"LC"
"amphibian","Callulops wilhelmanus","Callulops wilhelmanus","LC","",1,NA,"LC"
"amphibian","Calotriton arnoldi","Calotriton arnoldi","CR","",1,NA,"CR"
"amphibian","Calotriton asper","Calotriton asper","NT","",1,NA,"NT"
"amphibian","Cardioglossa alsco","Cardioglossa alsco","CR","",1,NA,"EN"
"amphibian","Cardioglossa cyaneospila","Cardioglossa cyaneospila","DD","",1,NA,"NT"
"amphibian","Cardioglossa elegans","Cardioglossa elegans","LC","",1,NA,"LC"
"amphibian","Cardioglossa escalerae","Cardioglossa escalerae","LC","",1,NA,"LC"
"amphibian","Cardioglossa gracilis","Cardioglossa gracilis","LC","",1,NA,"LC"
"amphibian","Cardioglossa gratiosa","Cardioglossa gratiosa","LC","",1,NA,"LC"
"amphibian","Cardioglossa leucomystax","Cardioglossa leucomystax","LC","",1,NA,"LC"
"amphibian","Cardioglossa melanogaster","Cardioglossa melanogaster","EN","",1,NA,"VU"
"amphibian","Cardioglossa nigromaculata","Cardioglossa nigromaculata","NT","",1,NA,"LC"
"amphibian","Cardioglossa oreas","Cardioglossa oreas","EN","",1,NA,"EN"
"amphibian","Cardioglossa pulchra","Cardioglossa pulchra","EN","",1,NA,"EN"
"amphibian","Cardioglossa venusta","Cardioglossa venusta","EN","",1,NA,"EN"
"amphibian","Centrolene acanthidiocephalum","Centrolene acanthidiocephalum","DD","",1,NA,"DD"
"amphibian","Centrolene altitudinale","Centrolene altitudinale","DD","",1,NA,"DD"
"amphibian","Centrolene antioquiense","Centrolene antioquiense","NT","",1,NA,"NT"
